Rectangle 1: x1=352, y1=80, x2=367, y2=95, type_id=3, id=0
Rectangle 354: x1=3184, y1=208, x2=3199, y2=223, type_id=0, id=0
Rectangle 355: x1=3200, y1=208, x2=3215, y2=223, type_id=0, id=0
Rectangle 356: x1=3216, y1=208, x2=3231, y2=223, type_id=0, id=0
Rectangle 357: x1=3232, y1=208, x2=3247, y2=223, type_id=0, id=0
Rectangle 358: x1=3248, y1=208, x2=3263, y2=223, type_id=0, id=0
Rectangle 359: x1=3264, y1=208, x2=3279, y2=223, type_id=0, id=0
Rectangle 360: x1=3280, y1=208, x2=3295, y2=223, type_id=0, id=0
Rectangle 361: x1=3296, y1=208, x2=3311, y2=223, type_id=0, id=0
Rectangle 362: x1=3312, y1=208, x2=3327, y2=223, type_id=0, id=0
Rectangle 363: x1=3328, y1=208, x2=3343, y2=223, type_id=0, id=0
Rectangle 364: x1=3344, y1=208, x2=3359, y2=223, type_id=0, id=0
Rectangle 365: x1=3360, y1=208, x2=3375, y2=223, type_id=0, id=0
Rectangle 366: x1=0, y1=224, x2=15, y2=239, type_id=0, id=0
Rectangle 367: x1=16, y1=224, x2=31, y2=239, type_id=0, id=0
Rectangle 368: x1=32, y1=224, x2=47, y2=239, type_id=0, id=0
Rectangle 369: x1=48, y1=224, x2=63, y2=239, type_id=0, id=0
Rectangle 370: x1=64, y1=224, x2=79, y2=239, type_id=0, id=0
Rectangle 371: x1=80, y1=224, x2=95, y2=239, type_id=0, id=0
Rectangle 372: x1=96, y1=224, x2=111, y2=239, type_id=0, id=0
Rectangle 373: x1=112, y1=224, x2=127, y2=239, type_id=0, id=0
Rectangle 374: x1=128, y1=224, x2=143, y2=239, type_id=0, id=0
Rectangle 375: x1=144, y1=224, x2=159, y2=239, type_id=0, id=0
Rectangle 376: x1=160, y1=224, x2=175, y2=239, type_id=0, id=0
Rectangle 377: x1=176, y1=224, x2=191, y2=239, type_id=0, id=0
Rectangle 378: x1=192, y1=224, x2=207, y2=239, type_id=0, id=0
Rectangle 379: x1=208, y1=224, x2=223, y2=239, type_id=0, id=0
Rectangle 380: x1=224, y1=224, x2=239, y2=239, type_id=0, id=0
Rectangle 381: x1=240, y1=224, x2=255, y2=239, type_id=0, id=0
Rectangle 382: x1=256, y1=224, x2=271, y2=239, type_id=0, id=0
Rectangle 383: x1=272, y1=224, x2=287, y2=239, type_id=0, id=0
Rectangle 384: x1=288, y1=224, x2=303, y2=239, type_id=0, id=0
Rectangle 385: x1=304, y1=224, x2=319, y2=239, type_id=0, id=0
Rectangle 386: x1=320, y1=224, x2=335, y2=239, type_id=0, id=0
Rectangle 387: x1=336, y1=224, x2=351, y2=239, type_id=0, id=0
Rectangle 388: x1=352, y1=224, x2=367, y2=239, type_id=0, id=0
Rectangle 389: x1=368, y1=224, x2=383, y2=239, type_id=0, id=0
Rectangle 390: x1=384, y1=224, x2=399, y2=239, type_id=0, id=0
Rectangle 391: x1=400, y1=224, x2=415, y2=239, type_id=0, id=0
Rectangle 392: x1=416, y1=224, x2=431, y2=239, type_id=0, id=0
Rectangle 393: x1=432, y1=224, x2=447, y2=239, type_id=0, id=0
Rectangle 394: x1=448, y1=224, x2=463, y2=239, type_id=0, id=0
Rectangle 395: x1=464, y1=224, x2=479, y2=239, type_id=0, id=0
Rectangle 396: x1=480, y1=224, x2=495, y2=239, type_id=0, id=0
Rectangle 397: x1=496, y1=224, x2=511, y2=239, type_id=0, id=0
Rectangle 398: x1=512, y1=224, x2=527, y2=239, type_id=0, id=0
Rectangle 399: x1=528, y1=224, x2=543, y2=239, type_id=0, id=0
Rectangle 400: x1=544, y1=224, x2=559, y2=239, type_id=0, id=0
Rectangle 401: x1=560, y1=224, x2=575, y2=239, type_id=0, id=0
Rectangle 402: x1=576, y1=224, x2=591, y2=239, type_id=0, id=0
Rectangle 403: x1=592, y1=224, x2=607, y2=239, type_id=0, id=0
Rectangle 404: x1=608, y1=224, x2=623, y2=239, type_id=0, id=0
Rectangle 405: x1=624, y1=224, x2=639, y2=239, type_id=0, id=0
Rectangle 406: x1=640, y1=224, x2=655, y2=239, type_id=0, id=0
Rectangle 407: x1=656, y1=224, x2=671, y2=239, type_id=0, id=0
Rectangle 408: x1=672, y1=224, x2=687, y2=239, type_id=0, id=0
Rectangle 409: x1=688, y1=224, x2=703, y2=239, type_id=0, id=0
Rectangle 410: x1=704, y1=224, x2=719, y2=239, type_id=0, id=0
Rectangle 411: x1=720, y1=224, x2=735, y2=239, type_id=0, id=0
Rectangle 412: x1=736, y1=224, x2=751, y2=239, type_id=0, id=0
Rectangle 413: x1=752, y1=224, x2=767, y2=239, type_id=0, id=0
Rectangle 414: x1=768, y1=224, x2=783, y2=239, type_id=0, id=0
Rectangle 415: x1=784, y1=224, x2=799, y2=239, type_id=0, id=0
Rectangle 416: x1=800, y1=224, x2=815, y2=239, type_id=0, id=0
Rectangle 417: x1=816, y1=224, x2=831, y2=239, type_id=0, id=0
Rectangle 418: x1=832, y1=224, x2=847, y2=239, type_id=0, id=0
Rectangle 419: x1=848, y1=224, x2=863, y2=239, type_id=0, id=0
Rectangle 420: x1=864, y1=224, x2=879, y2=239, type_id=0, id=0
Rectangle 421: x1=880, y1=224, x2=895, y2=239, type_id=0, id=0
Rectangle 422: x1=896, y1=224, x2=911, y2=239, type_id=0, id=0
Rectangle 423: x1=912, y1=224, x2=927, y2=239, type_id=0, id=0
Rectangle 424: x1=928, y1=224, x2=943, y2=239, type_id=0, id=0
Rectangle 425: x1=944, y1=224, x2=959, y2=239, type_id=0, id=0
Rectangle 426: x1=960, y1=224, x2=975, y2=239, type_id=0, id=0
Rectangle 427: x1=976, y1=224, x2=991, y2=239, type_id=0, id=0
Rectangle 428: x1=992, y1=224, x2=1007, y2=239, type_id=0, id=0
Rectangle 429: x1=1008, y1=224, x2=1023, y2=239, type_id=0, id=0
Rectangle 430: x1=1024, y1=224, x2=1039, y2=239, type_id=0, id=0
Rectangle 431: x1=1040, y1=224, x2=1055, y2=239, type_id=0, id=0
Rectangle 432: x1=1056, y1=224, x2=1071, y2=239, type_id=0, id=0
Rectangle 433: x1=1072, y1=224, x2=1087, y2=239, type_id=0, id=0
Rectangle 434: x1=1088, y1=224, x2=1103, y2=239, type_id=0, id=0
Rectangle 435: x1=1136, y1=224, x2=1151, y2=239, type_id=0, id=0
Rectangle 436: x1=1152, y1=224, x2=1167, y2=239, type_id=0, id=0
Rectangle 437: x1=1168, y1=224, x2=1183, y2=239, type_id=0, id=0
Rectangle 438: x1=1184, y1=224, x2=1199, y2=239, type_id=0, id=0
Rectangle 439: x1=1200, y1=224, x2=1215, y2=239, type_id=0, id=0
Rectangle 440: x1=1216, y1=224, x2=1231, y2=239, type_id=0, id=0
Rectangle 441: x1=1232, y1=224, x2=1247, y2=239, type_id=0, id=0
Rectangle 442: x1=1248, y1=224, x2=1263, y2=239, type_id=0, id=0
Rectangle 443: x1=1264, y1=224, x2=1279, y2=239, type_id=0, id=0
Rectangle 444: x1=1280, y1=224, x2=1295, y2=239, type_id=0, id=0
Rectangle 445: x1=1296, y1=224, x2=1311, y2=239, type_id=0, id=0
Rectangle 446: x1=1312, y1=224, x2=1327, y2=239, type_id=0, id=0
Rectangle 447: x1=1328, y1=224, x2=1343, y2=239, type_id=0, id=0
Rectangle 448: x1=1344, y1=224, x2=1359, y2=239, type_id=0, id=0
Rectangle 449: x1=1360, y1=224, x2=1375, y2=239, type_id=0, id=0
Rectangle 450: x1=1424, y1=224, x2=1439, y2=239, type_id=0, id=0
Rectangle 451: x1=1440, y1=224, x2=1455, y2=239, type_id=0, id=0
Rectangle 452: x1=1456, y1=224, x2=1471, y2=239, type_id=0, id=0
Rectangle 453: x1=1472, y1=224, x2=1487, y2=239, type_id=0, id=0
Rectangle 454: x1=1488, y1=224, x2=1503, y2=239, type_id=0, id=0
Rectangle 455: x1=1504, y1=224, x2=1519, y2=239, type_id=0, id=0
Rectangle 456: x1=1520, y1=224, x2=1535, y2=239, type_id=0, id=0
Rectangle 457: x1=1536, y1=224, x2=1551, y2=239, type_id=0, id=0
Rectangle 458: x1=1552, y1=224, x2=1567, y2=239, type_id=0, id=0
Rectangle 459: x1=1568, y1=224, x2=1583, y2=239, type_id=0, id=0
Rectangle 460: x1=1584, y1=224, x2=1599, y2=239, type_id=0, id=0
Rectangle 461: x1=1600, y1=224, x2=1615, y2=239, type_id=0, id=0
Rectangle 462: x1=1616, y1=224, x2=1631, y2=239, type_id=0, id=0
Rectangle 463: x1=1632, y1=224, x2=1647, y2=239, type_id=0, id=0
Rectangle 464: x1=1648, y1=224, x2=1663, y2=239, type_id=0, id=0
Rectangle 465: x1=1664, y1=224, x2=1679, y2=239, type_id=0, id=0
Rectangle 466: x1=1680, y1=224, x2=1695, y2=239, type_id=0, id=0
Rectangle 467: x1=1696, y1=224, x2=1711, y2=239, type_id=0, id=0
Rectangle 468: x1=1712, y1=224, x2=1727, y2=239, type_id=0, id=0
Rectangle 469: x1=1728, y1=224, x2=1743, y2=239, type_id=0, id=0
Rectangle 470: x1=1744, y1=224, x2=1759, y2=239, type_id=0, id=0
Rectangle 471: x1=1760, y1=224, x2=1775, y2=239, type_id=0, id=0
Rectangle 472: x1=1776, y1=224, x2=1791, y2=239, type_id=0, id=0
Rectangle 473: x1=1792, y1=224, x2=1807, y2=239, type_id=0, id=0
Rectangle 474: x1=1808, y1=224, x2=1823, y2=239, type_id=0, id=0
Rectangle 475: x1=1824, y1=224, x2=1839, y2=239, type_id=0, id=0
Rectangle 476: x1=1840, y1=224, x2=1855, y2=239, type_id=0, id=0
Rectangle 477: x1=1856, y1=224, x2=1871, y2=239, type_id=0, id=0
Rectangle 478: x1=1872, y1=224, x2=1887, y2=239, type_id=0, id=0
Rectangle 479: x1=1888, y1=224, x2=1903, y2=239, type_id=0, id=0
Rectangle 480: x1=1904, y1=224, x2=1919, y2=239, type_id=0, id=0
Rectangle 481: x1=1920, y1=224, x2=1935, y2=239, type_id=0, id=0
Rectangle 482: x1=1936, y1=224, x2=1951, y2=239, type_id=0, id=0
Rectangle 483: x1=1952, y1=224, x2=1967, y2=239, type_id=0, id=0
Rectangle 484: x1=1968, y1=224, x2=1983, y2=239, type_id=0, id=0
Rectangle 485: x1=1984, y1=224, x2=1999, y2=239, type_id=0, id=0
Rectangle 486: x1=2000, y1=224, x2=2015, y2=239, type_id=0, id=0
Rectangle 487: x1=2016, y1=224, x2=2031, y2=239, type_id=0, id=0
Rectangle 488: x1=2032, y1=224, x2=2047, y2=239, type_id=0, id=0
Rectangle 489: x1=2048, y1=224, x2=2063, y2=239, type_id=0, id=0
Rectangle 490: x1=2064, y1=224, x2=2079, y2=239, type_id=0, id=0
Rectangle 491: x1=2080, y1=224, x2=2095, y2=239, type_id=0, id=0
Rectangle 492: x1=2096, y1=224, x2=2111, y2=239, type_id=0, id=0
Rectangle 493: x1=2112, y1=224, x2=2127, y2=239, type_id=0, id=0
Rectangle 494: x1=2128, y1=224, x2=2143, y2=239, type_id=0, id=0
Rectangle 495: x1=2144, y1=224, x2=2159, y2=239, type_id=0, id=0
Rectangle 496: x1=2160, y1=224, x2=2175, y2=239, type_id=0, id=0
Rectangle 497: x1=2176, y1=224, x2=2191, y2=239, type_id=0, id=0
Rectangle 498: x1=2192, y1=224, x2=2207, y2=239, type_id=0, id=0
Rectangle 499: x1=2208, y1=224, x2=2223, y2=239, type_id=0, id=0
Rectangle 500: x1=2224, y1=224, x2=2239, y2=239, type_id=0, id=0
Rectangle 501: x1=2240, y1=224, x2=2255, y2=239, type_id=0, id=0
Rectangle 502: x1=2256, y1=224, x2=2271, y2=239, type_id=0, id=0
Rectangle 503: x1=2272, y1=224, x2=2287, y2=239, type_id=0, id=0
Rectangle 504: x1=2288, y1=224, x2=2303, y2=239, type_id=0, id=0
Rectangle 505: x1=2304, y1=224, x2=2319, y2=239, type_id=0, id=0
Rectangle 506: x1=2320, y1=224, x2=2335, y2=239, type_id=0, id=0
Rectangle 507: x1=2336, y1=224, x2=2351, y2=239, type_id=0, id=0
Rectangle 508: x1=2352, y1=224, x2=2367, y2=239, type_id=0, id=0
Rectangle 509: x1=2368, y1=224, x2=2383, y2=239, type_id=0, id=0
Rectangle 510: x1=2384, y1=224, x2=2399, y2=239, type_id=0, id=0
Rectangle 511: x1=2400, y1=224, x2=2415, y2=239, type_id=0, id=0
Rectangle 512: x1=2416, y1=224, x2=2431, y2=239, type_id=0, id=0
Rectangle 513: x1=2432, y1=224, x2=2447, y2=239, type_id=0, id=0
Rectangle 514: x1=2480, y1=224, x2=2495, y2=239, type_id=0, id=0
Rectangle 515: x1=2496, y1=224, x2=2511, y2=239, type_id=0, id=0
Rectangle 516: x1=2512, y1=224, x2=2527, y2=239, type_id=0, id=0
Rectangle 517: x1=2528, y1=224, x2=2543, y2=239, type_id=0, id=0
Rectangle 518: x1=2544, y1=224, x2=2559, y2=239, type_id=0, id=0
Rectangle 519: x1=2560, y1=224, x2=2575, y2=239, type_id=0, id=0
Rectangle 520: x1=2576, y1=224, x2=2591, y2=239, type_id=0, id=0
Rectangle 521: x1=2592, y1=224, x2=2607, y2=239, type_id=0, id=0
Rectangle 522: x1=2608, y1=224, x2=2623, y2=239, type_id=0, id=0
Rectangle 523: x1=2624, y1=224, x2=2639, y2=239, type_id=0, id=0
Rectangle 524: x1=2640, y1=224, x2=2655, y2=239, type_id=0, id=0
Rectangle 525: x1=2656, y1=224, x2=2671, y2=239, type_id=0, id=0
Rectangle 526: x1=2672, y1=224, x2=2687, y2=239, type_id=0, id=0
Rectangle 527: x1=2688, y1=224, x2=2703, y2=239, type_id=0, id=0
Rectangle 528: x1=2704, y1=224, x2=2719, y2=239, type_id=0, id=0
Rectangle 529: x1=2720, y1=224, x2=2735, y2=239, type_id=0, id=0
Rectangle 530: x1=2736, y1=224, x2=2751, y2=239, type_id=0, id=0
Rectangle 531: x1=2752, y1=224, x2=2767, y2=239, type_id=0, id=0
Rectangle 532: x1=2768, y1=224, x2=2783, y2=239, type_id=0, id=0
Rectangle 533: x1=2784, y1=224, x2=2799, y2=239, type_id=0, id=0
Rectangle 534: x1=2800, y1=224, x2=2815, y2=239, type_id=0, id=0
Rectangle 535: x1=2816, y1=224, x2=2831, y2=239, type_id=0, id=0
Rectangle 536: x1=2832, y1=224, x2=2847, y2=239, type_id=0, id=0
Rectangle 537: x1=2848, y1=224, x2=2863, y2=239, type_id=0, id=0
Rectangle 538: x1=2864, y1=224, x2=2879, y2=239, type_id=0, id=0
Rectangle 539: x1=2880, y1=224, x2=2895, y2=239, type_id=0, id=0
Rectangle 540: x1=2896, y1=224, x2=2911, y2=239, type_id=0, id=0
Rectangle 541: x1=2912, y1=224, x2=2927, y2=239, type_id=0, id=0
Rectangle 542: x1=2928, y1=224, x2=2943, y2=239, type_id=0, id=0
Rectangle 543: x1=2944, y1=224, x2=2959, y2=239, type_id=0, id=0
Rectangle 544: x1=2960, y1=224, x2=2975, y2=239, type_id=0, id=0
Rectangle 545: x1=2976, y1=224, x2=2991, y2=239, type_id=0, id=0
Rectangle 546: x1=2992, y1=224, x2=3007, y2=239, type_id=0, id=0
Rectangle 547: x1=3008, y1=224, x2=3023, y2=239, type_id=0, id=0
Rectangle 548: x1=3024, y1=224, x2=3039, y2=239, type_id=0, id=0
Rectangle 549: x1=3040, y1=224, x2=3055, y2=239, type_id=0, id=0
Rectangle 550: x1=3056, y1=224, x2=3071, y2=239, type_id=0, id=0
Rectangle 551: x1=3072, y1=224, x2=3087, y2=239, type_id=0, id=0
Rectangle 552: x1=3088, y1=224, x2=3103, y2=239, type_id=0, id=0
Rectangle 553: x1=3104, y1=224, x2=3119, y2=239, type_id=0, id=0
Rectangle 554: x1=3120, y1=224, x2=3135, y2=239, type_id=0, id=0
Rectangle 555: x1=3136, y1=224, x2=3151, y2=239, type_id=0, id=0
Rectangle 556: x1=3152, y1=224, x2=3167, y2=239, type_id=0, id=0
Rectangle 557: x1=3168, y1=224, x2=3183, y2=239, type_id=0, id=0
Rectangle 558: x1=3184, y1=224, x2=3199, y2=239, type_id=0, id=0
Rectangle 559: x1=3200, y1=224, x2=3215, y2=239, type_id=0, id=0
Rectangle 560: x1=3216, y1=224, x2=3231, y2=239, type_id=0, id=0
Rectangle 561: x1=3232, y1=224, x2=3247, y2=239, type_id=0, id=0
Rectangle 562: x1=3248, y1=224, x2=3263, y2=239, type_id=0, id=0
Rectangle 563: x1=3264, y1=224, x2=3279, y2=239, type_id=0, id=0
Rectangle 564: x1=3280, y1=224, x2=3295, y2=239, type_id=0, id=0
Rectangle 565: x1=3296, y1=224, x2=3311, y2=239, type_id=0, id=0
Rectangle 566: x1=3312, y1=224, x2=3327, y2=239, type_id=0, id=0
Rectangle 567: x1=3328, y1=224, x2=3343, y2=239, type_id=0, id=0
Rectangle 568: x1=3344, y1=224, x2=3359, y2=239, type_id=0, id=0
Rectangle 569: x1=3360, y1=224, x2=3375, y2=239, type_id=0, id=0
Rectangle 570: x1=768, y1=272, x2=783, y2=287, type_id=1, id=28
Rectangle 571: x1=768, y1=288, x2=783, y2=303, type_id=1, id=29
Rectangle 572: x1=768, y1=304, x2=783, y2=319, type_id=1, id=30
Rectangle 573: x1=768, y1=320, x2=783, y2=335, type_id=1, id=31
Rectangle 574: x1=768, y1=336, x2=783, y2=351, type_id=1, id=32
Rectangle 575: x1=768, y1=352, x2=783, y2=367, type_id=1, id=33
Rectangle 576: x1=768, y1=368, x2=783, y2=383, type_id=1, id=34
Rectangle 577: x1=768, y1=384, x2=783, y2=399, type_id=1, id=35
Rectangle 578: x1=768, y1=400, x2=783, y2=415, type_id=1, id=36
Rectangle 579: x1=832, y1=400, x2=847, y2=415, type_id=1, id=37
Rectangle 580: x1=848, y1=400, x2=863, y2=415, type_id=1, id=38
Rectangle 581: x1=864, y1=400, x2=879, y2=415, type_id=1, id=39
Rectangle 582: x1=880, y1=400, x2=895, y2=415, type_id=1, id=40
Rectangle 583: x1=896, y1=400, x2=911, y2=415, type_id=1, id=41
Rectangle 584: x1=912, y1=400, x2=927, y2=415, type_id=1, id=42
Rectangle 585: x1=928, y1=400, x2=943, y2=415, type_id=1, id=43
Rectangle 586: x1=768, y1=416, x2=783, y2=431, type_id=1, id=44
Rectangle 587: x1=832, y1=416, x2=847, y2=431, type_id=1, id=45
Rectangle 588: x1=848, y1=416, x2=863, y2=431, type_id=1, id=46
Rectangle 589: x1=864, y1=416, x2=879, y2=431, type_id=1, id=47
Rectangle 590: x1=880, y1=416, x2=895, y2=431, type_id=1, id=48
Rectangle 591: x1=896, y1=416, x2=911, y2=431, type_id=1, id=49
Rectangle 592: x1=912, y1=416, x2=927, y2=431, type_id=1, id=50
Rectangle 593: x1=928, y1=416, x2=943, y2=431, type_id=1, id=51
Rectangle 594: x1=976, y1=416, x2=991, y2=431, type_id=0, id=0
Rectangle 595: x1=992, y1=416, x2=1007, y2=431, type_id=0, id=0
Rectangle 596: x1=1008, y1=416, x2=1023, y2=431, type_id=0, id=0
Rectangle 597: x1=768, y1=432, x2=783, y2=447, type_id=1, id=52
Rectangle 598: x1=832, y1=432, x2=847, y2=447, type_id=1, id=53
Rectangle 599: x1=848, y1=432, x2=863, y2=447, type_id=1, id=54
Rectangle 600: x1=864, y1=432, x2=879, y2=447, type_id=1, id=55
Rectangle 601: x1=880, y1=432, x2=895, y2=447, type_id=1, id=56
Rectangle 602: x1=896, y1=432, x2=911, y2=447, type_id=1, id=57
Rectangle 603: x1=912, y1=432, x2=927, y2=447, type_id=1, id=58
Rectangle 604: x1=928, y1=432, x2=943, y2=447, type_id=1, id=59
Rectangle 605: x1=976, y1=432, x2=991, y2=447, type_id=0, id=0
Rectangle 606: x1=992, y1=432, x2=1007, y2=447, type_id=0, id=0
Rectangle 607: x1=1008, y1=432, x2=1023, y2=447, type_id=0, id=0
Rectangle 608: x1=768, y1=448, x2=783, y2=463, type_id=0, id=0
Rectangle 609: x1=784, y1=448, x2=799, y2=463, type_id=0, id=0
Rectangle 610: x1=800, y1=448, x2=815, y2=463, type_id=0, id=0
Rectangle 611: x1=816, y1=448, x2=831, y2=463, type_id=0, id=0
Rectangle 612: x1=832, y1=448, x2=847, y2=463, type_id=0, id=0
Rectangle 613: x1=848, y1=448, x2=863, y2=463, type_id=0, id=0
Rectangle 614: x1=864, y1=448, x2=879, y2=463, type_id=0, id=0
Rectangle 615: x1=880, y1=448, x2=895, y2=463, type_id=0, id=0
Rectangle 616: x1=896, y1=448, x2=911, y2=463, type_id=0, id=0
Rectangle 617: x1=912, y1=448, x2=927, y2=463, type_id=0, id=0
Rectangle 618: x1=928, y1=448, x2=943, y2=463, type_id=0, id=0
Rectangle 619: x1=944, y1=448, x2=959, y2=463, type_id=0, id=0
Rectangle 620: x1=960, y1=448, x2=975, y2=463, type_id=0, id=0
Rectangle 621: x1=976, y1=448, x2=991, y2=463, type_id=0, id=0
Rectangle 622: x1=992, y1=448, x2=1007, y2=463, type_id=0, id=0
Rectangle 623: x1=1008, y1=448, x2=1023, y2=463, type_id=0, id=0
Rectangle 624: x1=768, y1=464, x2=783, y2=479, type_id=0, id=0
Rectangle 625: x1=784, y1=464, x2=799, y2=479, type_id=0, id=0
Rectangle 626: x1=800, y1=464, x2=815, y2=479, type_id=0, id=0
Rectangle 627: x1=816, y1=464, x2=831, y2=479, type_id=0, id=0
Rectangle 628: x1=832, y1=464, x2=847, y2=479, type_id=0, id=0
Rectangle 629: x1=848, y1=464, x2=863, y2=479, type_id=0, id=0
Rectangle 630: x1=864, y1=464, x2=879, y2=479, type_id=0, id=0
Rectangle 631: x1=880, y1=464, x2=895, y2=479, type_id=0, id=0
Rectangle 632: x1=896, y1=464, x2=911, y2=479, type_id=0, id=0
Rectangle 633: x1=912, y1=464, x2=927, y2=479, type_id=0, id=0
Rectangle 634: x1=928, y1=464, x2=943, y2=479, type_id=0, id=0
Rectangle 635: x1=944, y1=464, x2=959, y2=479, type_id=0, id=0
Rectangle 636: x1=960, y1=464, x2=975, y2=479, type_id=0, id=0
Rectangle 637: x1=976, y1=464, x2=991, y2=479, type_id=0, id=0
Rectangle 638: x1=992, y1=464, x2=1007, y2=479, type_id=0, id=0
Rectangle 639: x1=1008, y1=464, x2=1023, y2=479, type_id=0, id=0
